slave_count,total_requests,success_count,error_count,read_latency_us,write_latency_us,throughput_rps,read_count,write_count
2,1825.3714285714286,11.685714285714285,1813.6857142857143,24.627428571428574,26.296285714285716,1825.3714285714286,1279.5428571428572,545.8285714285714
3,1826.3714285714286,8.228571428571428,1818.142857142857,30.257428571428573,31.107142857142858,1826.3714285714286,1282.7714285714285,543.6
4,1826.3428571428572,9.657142857142857,1816.6857142857143,24.737428571428573,30.01857142857143,1826.3428571428572,1282.942857142857,543.4
5,1843.1142857142856,10.757142857142858,1832.357142857143,24.065142857142856,25.316142857142854,1843.1142857142856,1292.0428571428572,551.0714285714286
6,1824.142857142857,10.628571428571428,1813.5142857142857,29.140285714285714,27.10085714285714,1824.142857142857,1276.8857142857144,547.2571428571429
7,1823.3823529411766,7.205882352941177,1816.1764705882354,21.85441176470588,23.17529411764706,1823.3823529411766,1278.6176470588234,544.7647058823529
8,1820.2571428571428,10.571428571428571,1809.6857142857143,26.90342857142857,27.74857142857143,1820.2571428571428,1272.4,547.8571428571429
9,1821.0857142857142,9.114285714285714,1811.9714285714285,30.534000000000002,31.492285714285714,1821.0857142857142,1275.3714285714286,545.7142857142857
10,1821.9714285714285,7.8,1814.1714285714286,29.57342857142857,30.480285714285714,1821.9714285714285,1269.2,552.7714285714286
